reservation_id,user_id,listing_id,reservation_date,duration_months,amount
R019516,U10113,L00795,2022-05-15,6,1521.18
R004353,U02244,L03238,2022-05-16,1,215.08
R016397,U08473,L02746,2022-05-16,1,118.44
R016617,U08600,L03565,2022-05-16,1,164.44
R020659,U10703,L00204,2022-05-16,3,664.59
R022922,U11819,L02239,2022-05-16,2,528.56
R027130,U13984,L01191,2022-05-16,2,213.40
R028555,U14669,L02193,2022-05-16,1,342.50
R006108,U03151,L02408,2022-05-17,3,1269.93
R007737,U03973,L05014,2022-05-17,3,1183.98
R019990,U10344,L02976,2022-05-17,1,145.17
R009543,U04925,L03149,2022-05-18,1,274.44
R025385,U13101,L05993,2022-05-19,3,581.07
R028757,U14770,L02468,2022-05-19,1,287.71
R004358,U02247,L03839,2022-05-20,1,51.22
R006786,U03489,L00100,2022-05-20,1,315.21
R017959,U09294,L02790,2022-05-20,2,789.00
R027959,U14380,L05933,2022-05-20,2,399.18
R026981,U13904,L01156,2022-05-21,1,238.58
R002291,U01182,L04710,2022-05-22,2,642.76
R007798,U04005,L00246,2022-05-22,1,92.67
R014829,U07673,L02352,2022-05-22,12,2701.92
R017207,U08909,L01918,2022-05-22,6,2430.42
R005875,U03030,L04728,2022-05-23,2,428.40
R014492,U07502,L01058,2022-05-23,1,211.31
R019066,U09865,L05144,2022-05-23,1,175.80
R002101,U01075,L03012,2022-05-24,2,466.42
R003068,U01565,L04512,2022-05-24,1,186.50
R006241,U03215,L00279,2022-05-24,2,460.58
R020135,U10417,L00039,2022-05-24,2,578.50
R020658,U10703,L05624,2022-05-24,6,1593.54
R021813,U11263,L02504,2022-05-24,1,180.77
R003666,U01872,L00076,2022-05-25,2,890.84
R005802,U02995,L00481,2022-05-25,6,1798.20
R007054,U03629,L04585,2022-05-25,1,141.57
R016134,U08339,L05000,2022-05-25,1,157.97
R025368,U13092,L00421,2022-05-25,6,794.34
R026931,U13879,L03802,2022-05-25,1,75.56
R027366,U14084,L04880,2022-05-25,3,255.90
R011985,U06143,L00897,2022-05-26,12,4476.48
R014849,U07683,L03012,2022-05-26,6,1399.26
R022217,U11471,L00344,2022-05-26,1,107.75
R025231,U13024,L04074,2022-05-26,3,974.22
R027247,U14028,L00117,2022-05-26,3,1161.18
R007444,U03823,L02611,2022-05-28,2,607.78
R011812,U06060,L05808,2022-05-28,2,546.64
R014005,U07222,L05372,2022-05-28,3,1063.44
R015852,U08172,L03879,2022-05-28,3,830.91
R018084,U09361,L02721,2022-05-28,12,2064.60
R002150,U01108,L05050,2022-05-29,3,1303.44
R008355,U04295,L01918,2022-05-29,3,1215.21
R010843,U05579,L01536,2022-05-29,2,682.02
R019995,U10351,L03427,2022-05-29,1,328.71
R027681,U14260,L02788,2022-05-29,1,190.45
R013811,U07122,L04008,2022-05-30,6,2639.58
R021279,U10996,L01441,2022-05-30,1,135.28
R003753,U01921,L04620,2022-05-31,1,231.40
R014048,U07249,L03999,2022-05-31,3,611.79
R015311,U07910,L00486,2022-05-31,1,356.30
R013476,U06940,L04090,2022-06-01,3,778.53
R007288,U03749,L04827,2022-06-02,1,362.08
R011167,U05734,L00071,2022-06-02,1,278.82
R004383,U02262,L03133,2022-06-03,12,3576.96
R003022,U01544,L03686,2022-06-04,6,1279.02
R013038,U06701,L05849,2022-06-04,3,317.16
R015092,U07791,L00490,2022-06-04,3,1145.43
R015882,U08189,L04456,2022-06-04,3,158.55
R018723,U09692,L03538,2022-06-04,6,1960.74
R021174,U10948,L04586,2022-06-04,1,422.88
R004904,U02561,L02833,2022-06-05,1,445.12
R012796,U06557,L04634,2022-06-05,3,847.92
R014055,U07255,L03269,2022-06-05,2,290.48
R015445,U07975,L02695,2022-06-05,1,432.61
R016733,U08649,L00193,2022-06-05,2,782.10
R025709,U13259,L00142,2022-06-05,6,768.00
R021045,U10892,L02544,2022-06-06,1,189.88
R021061,U10899,L03008,2022-06-06,1,430.63
R025899,U13350,L03779,2022-06-06,2,165.66
R001686,U00841,L02217,2022-06-07,1,132.96
R002844,U01457,L03124,2022-06-07,3,693.48
R005741,U02967,L02244,2022-06-07,6,1123.02
R006718,U03455,L00981,2022-06-07,1,359.31
R011616,U05968,L05459,2022-06-07,12,980.52
R014042,U07244,L04728,2022-06-07,12,2570.40
R001586,U00799,L04410,2022-06-08,1,288.08
R010332,U05327,L04998,2022-06-08,1,141.85
R015664,U08084,L03412,2022-06-08,6,1240.62
R021444,U11089,L03030,2022-06-08,1,194.48
R023656,U12211,L03811,2022-06-08,1,150.80
R001275,U00633,L01378,2022-06-09,6,1271.76
R009767,U05041,L04206,2022-06-09,1,318.45
R024019,U12404,L01200,2022-06-09,1,213.94
R025309,U13060,L02829,2022-06-09,2,596.16
R009995,U05149,L03801,2022-06-10,1,243.44
R011270,U05796,L00642,2022-06-10,1,213.79
R004312,U02222,L01561,2022-06-11,6,762.06
R014377,U07438,L01658,2022-06-11,1,399.53
R026428,U13622,L05067,2022-06-11,12,1914.12
R027564,U14202,L02355,2022-06-11,2,430.36
R005777,U02984,L05202,2022-06-12,6,1357.38
R007170,U03686,L05686,2022-06-12,12,5176.68
R007255,U03725,L03651,2022-06-12,1,115.50
R007274,U03740,L03231,2022-06-12,6,1702.62
R009877,U05089,L05577,2022-06-12,1,324.95
R011857,U06083,L05779,2022-06-12,3,991.38
R014254,U07375,L04809,2022-06-12,3,500.10
R019191,U09940,L02217,2022-06-12,1,132.96
R021329,U11032,L01678,2022-06-12,1,136.97
R026661,U13725,L01585,2022-06-12,2,784.72
R027068,U13959,L05565,2022-06-12,2,274.00
R006109,U03151,L01739,2022-06-13,1,57.60
R009241,U04761,L04591,2022-06-13,6,690.60
R015296,U07901,L03080,2022-06-13,2,121.20
R017453,U09032,L01495,2022-06-13,12,2891.04
R027625,U14234,L03548,2022-06-13,1,116.91
R002694,U01386,L04716,2022-06-14,1,310.44
R025396,U13104,L03812,2022-06-14,1,393.77
R011858,U06083,L05365,2022-06-15,1,96.17
R002067,U01057,L02291,2022-06-16,6,1238.52
R004217,U02167,L04657,2022-06-16,3,877.20
R013017,U06690,L04728,2022-06-16,1,214.20
R020798,U10770,L00964,2022-06-16,3,526.62
R009746,U05027,L03538,2022-06-17,1,326.79
R014660,U07580,L04620,2022-06-17,1,231.40
R015001,U07749,L00486,2022-06-17,1,356.30
R022881,U11796,L04138,2022-06-17,2,240.96
R023013,U11876,L03118,2022-06-17,2,595.88
R025719,U13264,L02649,2022-06-17,2,108.92
R026348,U13582,L02752,2022-06-17,2,438.04
R027604,U14221,L01739,2022-06-17,2,115.20
R000426,U00210,L00732,2022-06-18,1,353.85
R004713,U02430,L04772,2022-06-18,2,251.66
R009128,U04698,L02465,2022-06-18,12,1200.00
R022151,U11434,L01954,2022-06-18,2,567.86
R027078,U13963,L00378,2022-06-18,1,272.03
R002447,U01255,L03139,2022-06-19,3,561.24
R011297,U05808,L00410,2022-06-19,1,423.33
R011993,U06145,L03593,2022-06-19,1,404.46
R013790,U07108,L03651,2022-06-19,3,346.50
R026579,U13694,L00490,2022-06-19,6,2290.86
R027347,U14075,L03086,2022-06-19,3,344.64
R028436,U14611,L02821,2022-06-19,1,318.26
R009284,U04785,L01822,2022-06-20,2,462.08
R009688,U05002,L05668,2022-06-20,3,151.32
R021187,U10951,L04867,2022-06-20,2,885.90
R013279,U06828,L04338,2022-06-21,6,1114.86
R014182,U07334,L05787,2022-06-21,2,752.54
R014320,U07407,L00972,2022-06-21,2,185.48
R020533,U10638,L05284,2022-06-21,2,583.30
R027957,U14380,L00209,2022-06-21,3,247.17
R007334,U03770,L01386,2022-06-22,1,351.68
R013020,U06691,L04613,2022-06-22,1,263.88
R019081,U09874,L00657,2022-06-22,1,428.02
R028512,U14652,L05208,2022-06-22,3,973.02
R019418,U10052,L02471,2022-06-23,1,361.48
R019919,U10313,L03284,2022-06-23,3,881.55
R020340,U10529,L05176,2022-06-23,3,650.79
R002290,U01182,L00315,2022-06-24,1,119.86
R003509,U01784,L03017,2022-06-24,2,199.76
R024893,U12846,L00818,2022-06-24,1,406.96
R007863,U04034,L04708,2022-06-25,3,1043.07
R012615,U06459,L03634,2022-06-25,2,459.90
R014322,U07407,L01544,2022-06-25,2,323.22
R018664,U09664,L05968,2022-06-25,2,708.80
R026170,U13491,L01731,2022-06-25,6,390.30
R026464,U13642,L00782,2022-06-25,1,190.06
R009578,U04948,L03109,2022-06-26,2,688.16
R016303,U08417,L02111,2022-06-26,2,179.16
R016726,U08647,L01954,2022-06-26,2,567.86
R028774,U14774,L00193,2022-06-26,1,391.05
R009040,U04663,L02940,2022-06-27,1,200.35
R020578,U10656,L01350,2022-06-27,2,845.74
R003065,U01562,L03289,2022-06-28,6,2258.64
R003481,U01771,L03141,2022-06-28,1,287.02
R017077,U08839,L02786,2022-06-28,1,356.98
R017361,U08981,L00142,2022-06-28,1,128.00
R028069,U14433,L01560,2022-06-28,2,796.24
R008269,U04244,L05489,2022-06-29,2,586.68
R010341,U05329,L05958,2022-06-29,1,110.32
R013124,U06747,L00964,2022-06-29,1,175.54
R019650,U10180,L00315,2022-06-29,1,119.86
R010348,U05333,L04619,2022-06-30,2,594.28
R011035,U05674,L00279,2022-06-30,12,2763.48
R013134,U06752,L02511,2022-06-30,1,203.11
R013588,U07002,L04003,2022-06-30,2,557.74
R014937,U07722,L02849,2022-06-30,2,266.34
R019369,U10018,L04010,2022-06-30,2,825.14
R001746,U00879,L05664,2022-07-01,1,277.26
R011484,U05902,L01016,2022-07-01,3,742.95
R014818,U07669,L05795,2022-07-01,2,574.78
R019171,U09930,L02941,2022-07-01,3,814.38
R022831,U11767,L02062,2022-07-01,1,394.13
R023399,U12077,L03593,2022-07-01,6,2426.76
R027368,U14084,L02202,2022-07-01,1,445.31
R010090,U05201,L05617,2022-07-02,3,908.82
R014021,U07233,L03185,2022-07-02,1,432.36
R006928,U03568,L02226,2022-07-03,6,1876.98
R008299,U04263,L01309,2022-07-03,1,224.88
R014176,U07331,L05050,2022-07-03,1,434.48
R020137,U10419,L02669,2022-07-03,6,438.18
R021961,U11333,L00763,2022-07-03,1,369.48
R024725,U12758,L02620,2022-07-03,1,67.92
R003026,U01546,L04456,2022-07-04,2,105.70
R003523,U01792,L01075,2022-07-04,1,273.18
R008674,U04464,L01122,2022-07-04,3,598.71
R017248,U08930,L04327,2022-07-04,1,164.06
R019776,U10249,L01066,2022-07-04,6,2112.54
R027263,U14034,L03133,2022-07-04,2,596.16
R002645,U01363,L03620,2022-07-05,12,4257.48
R009677,U04995,L01257,2022-07-06,2,690.24
R024349,U12575,L02401,2022-07-06,6,1834.80
R008450,U04349,L03012,2022-07-07,6,1399.26
R010336,U05327,L05227,2022-07-07,1,444.53
R013965,U07203,L03843,2022-07-07,12,3550.20
R018337,U09481,L02652,2022-07-07,2,542.28
R020268,U10488,L05730,2022-07-07,2,869.26
R025378,U13098,L05012,2022-07-07,2,763.82
R002089,U01072,L02230,2022-07-08,3,1168.41
R002574,U01325,L03827,2022-07-08,3,977.34
R002603,U01346,L02911,2022-07-08,2,797.86
R008897,U04589,L03686,2022-07-08,2,426.34
R010445,U05380,L02695,2022-07-08,6,2595.66
R013548,U06980,L03464,2022-07-08,1,432.44
R025689,U13249,L05504,2022-07-08,2,279.26
R028680,U14732,L01500,2022-07-08,6,1874.82
R013425,U06905,L02574,2022-07-09,6,1879.26
R018518,U09582,L04202,2022-07-09,2,641.36
R021361,U11051,L03303,2022-07-09,2,151.02
R026774,U13793,L02467,2022-07-09,6,309.78
R003543,U01804,L00620,2022-07-10,2,820.70
R017051,U08824,L01422,2022-07-10,2,800.52
R017478,U09043,L05000,2022-07-10,1,157.97
R019842,U10280,L02398,2022-07-10,2,450.94
R025038,U12917,L01477,2022-07-10,2,709.46
R012927,U06631,L00513,2022-07-11,1,367.39
R013079,U06724,L03223,2022-07-11,1,310.93
R016105,U08324,L02506,2022-07-11,2,890.32
R018251,U09440,L03055,2022-07-12,1,335.98
R023131,U11938,L03481,2022-07-12,1,342.84
R026917,U13869,L05206,2022-07-12,1,226.73
R001684,U00840,L04416,2022-07-13,1,303.24
R002666,U01373,L01813,2022-07-13,1,81.30
R020217,U10459,L02321,2022-07-13,3,262.68
R027829,U14326,L00865,2022-07-13,6,2297.34
R007192,U03697,L02506,2022-07-14,1,445.16
R022651,U11682,L02637,2022-07-14,1,235.16
R022894,U11804,L05956,2022-07-14,2,173.84
R009785,U05053,L05430,2022-07-15,1,370.29
R009786,U05053,L01678,2022-07-15,3,410.91
R010931,U05623,L05391,2022-07-15,3,1216.29
R013713,U07065,L04399,2022-07-15,2,661.26
R023204,U11980,L04950,2022-07-15,3,352.38
R014797,U07658,L03113,2022-07-16,2,410.48
R015288,U07899,L05747,2022-07-16,1,116.26
R019370,U10018,L00971,2022-07-16,3,673.71
R020218,U10459,L04826,2022-07-17,1,415.62
R022171,U11445,L01495,2022-07-17,1,240.92
R026646,U13720,L04065,2022-07-17,3,456.36
R007169,U03685,L02008,2022-07-18,2,639.22
R007569,U03892,L00074,2022-07-18,1,129.99
R014493,U07502,L02566,2022-07-18,2,356.12
R019038,U09856,L04618,2022-07-18,2,333.46
R006321,U03257,L00267,2022-07-19,2,830.44
R028375,U14582,L03987,2022-07-19,1,206.39
R001622,U00814,L04453,2022-07-20,3,559.59
R001703,U00853,L02544,2022-07-20,1,189.88
R013000,U06675,L04144,2022-07-20,2,169.00
R019865,U10290,L00660,2022-07-20,3,506.67
R002174,U01122,L05000,2022-07-21,1,157.97
R012256,U06275,L03839,2022-07-21,3,153.66
R013277,U06828,L04084,2022-07-21,1,166.10
R003287,U01671,L03017,2022-07-22,3,299.64
R003707,U01898,L00698,2022-07-22,1,360.69
R004977,U02603,L03829,2022-07-22,6,1845.00
R007191,U03697,L01091,2022-07-22,6,2131.14
R017666,U09127,L02497,2022-07-22,6,1577.22
R019980,U10341,L02465,2022-07-22,3,300.00
R021281,U10996,L04166,2022-07-22,3,269.61
R001647,U00823,L04347,2022-07-23,1,190.84
R002466,U01262,L02881,2022-07-23,6,881.58
R022309,U11516,L04011,2022-07-23,2,198.42
R025956,U13376,L01820,2022-07-23,1,216.03
R000256,U00122,L03443,2022-07-24,2,200.12
R004847,U02521,L00075,2022-07-24,1,379.81
R020220,U10459,L04145,2022-07-24,1,260.90
R011636,U05984,L01091,2022-07-25,3,1065.57
R013599,U07007,L03185,2022-07-25,2,864.72
R019309,U09995,L02123,2022-07-25,2,276.14
R021576,U11146,L05135,2022-07-25,6,805.32
R017359,U08980,L01764,2022-07-26,1,103.43
R018997,U09832,L05718,2022-07-26,12,2784.48
R001911,U00971,L02234,2022-07-27,1,200.08
R002284,U01180,L04941,2022-07-27,2,232.36
R009232,U04757,L01705,2022-07-27,1,120.50
R010827,U05571,L04386,2022-07-27,3,1322.88
R020167,U10432,L03225,2022-07-27,6,2696.52
R020943,U10844,L00698,2022-07-27,2,721.38
R024584,U12690,L05182,2022-07-27,2,750.30
R025266,U13039,L02843,2022-07-27,1,101.66
R027446,U14125,L05217,2022-07-27,3,1251.84
R006397,U03300,L02028,2022-07-28,1,172.86
R011915,U06107,L05269,2022-07-28,1,353.47
R013120,U06745,L00219,2022-07-28,2,503.26
R027195,U14010,L03696,2022-07-28,3,578.04
R027469,U14136,L00638,2022-07-28,12,686.40
R008082,U04143,L03152,2022-07-29,1,327.62
R015593,U08055,L03247,2022-07-29,2,481.50
R022310,U11516,L05395,2022-07-30,3,1292.19
R025314,U13062,L01989,2022-07-31,3,1055.82
R026724,U13762,L01867,2022-07-31,2,521.96
R006111,U03151,L02911,2022-08-01,1,398.93
R013449,U06924,L03087,2022-08-01,6,923.16
R006324,U03257,L05038,2022-08-02,1,367.49
R009192,U04731,L02909,2022-08-02,2,120.56
R027274,U14042,L00166,2022-08-02,3,1220.31
R027516,U14171,L03343,2022-08-02,3,767.01
R000184,U00091,L05655,2022-08-03,2,725.78
R010555,U05436,L05226,2022-08-03,2,152.62
R015163,U07835,L01386,2022-08-03,1,351.68
R021659,U11190,L04008,2022-08-03,2,879.86
R027010,U13924,L01504,2022-08-03,1,269.64
R028584,U14688,L04716,2022-08-03,1,310.44
R026743,U13774,L02096,2022-08-04,2,293.18
R026921,U13873,L03306,2022-08-04,3,294.60
R011244,U05781,L00669,2022-08-05,1,122.33
R016988,U08784,L04496,2022-08-05,2,326.74
R021546,U11134,L05142,2022-08-05,1,266.73
R024854,U12832,L05554,2022-08-05,1,441.26
R026259,U13543,L00709,2022-08-05,3,1055.22
R028733,U14761,L02797,2022-08-05,1,108.98
R004090,U02101,L04580,2022-08-06,1,269.91
R007579,U03897,L04865,2022-08-06,6,488.94
R007731,U03969,L05373,2022-08-06,12,3256.68
R008541,U04393,L00285,2022-08-06,2,614.98
R013792,U07108,L03465,2022-08-06,2,441.52
R018696,U09677,L02652,2022-08-06,3,813.42
R005078,U02640,L02022,2022-08-07,2,521.90
R014186,U07338,L01037,2022-08-07,12,2832.24
R016985,U08782,L05671,2022-08-07,12,4202.52
R017901,U09255,L05779,2022-08-07,6,1982.76
R021163,U10943,L05828,2022-08-07,6,1544.04
R021277,U10996,L04251,2022-08-07,12,941.16
R021352,U11047,L05686,2022-08-07,1,431.39
R000009,U00007,L05316,2022-08-08,1,416.59
R011539,U05930,L02746,2022-08-08,1,118.44
R012075,U06186,L05573,2022-08-08,1,125.15
R015172,U07841,L02250,2022-08-08,1,184.80
R020231,U10464,L01168,2022-08-08,1,185.79
R023107,U11925,L04462,2022-08-08,2,150.42
R028187,U14492,L04441,2022-08-08,12,2762.04
R008729,U04496,L04052,2022-08-09,2,535.82
R020773,U10765,L05671,2022-08-09,12,4202.52
R025887,U13345,L05208,2022-08-10,3,973.02
R028129,U14467,L05168,2022-08-10,1,359.65
R006721,U03455,L03687,2022-08-11,6,517.14
R024017,U12404,L00032,2022-08-11,1,249.83
R003070,U01568,L02969,2022-08-12,2,224.74
R003476,U01768,L05565,2022-08-12,1,137.00
R010551,U05431,L05143,2022-08-12,2,645.86
R012626,U06461,L02620,2022-08-12,2,135.84
R018150,U09395,L04072,2022-08-12,1,96.48
R018713,U09688,L04308,2022-08-12,3,540.21
R019092,U09879,L00076,2022-08-12,1,445.42
R020226,U10462,L03412,2022-08-12,3,620.31
R026106,U13462,L01989,2022-08-12,6,2111.64
R001582,U00797,L03540,2022-08-13,2,550.62
R007232,U03714,L04112,2022-08-13,3,813.96
R008181,U04197,L02909,2022-08-13,1,60.28
R014225,U07358,L00100,2022-08-13,2,630.42
R018917,U09792,L01159,2022-08-13,3,887.13
R027931,U14366,L02438,2022-08-13,2,711.56
R002472,U01267,L00748,2022-08-14,1,300.86
R016994,U08786,L05424,2022-08-14,3,1014.69
R024469,U12635,L04085,2022-08-14,2,649.28
R002803,U01440,L04655,2022-08-15,2,405.98
R005307,U02754,L00114,2022-08-15,12,4868.76
R009762,U05037,L00876,2022-08-15,12,4669.20
R012073,U06184,L02111,2022-08-15,2,179.16
R012130,U06211,L00091,2022-08-15,12,2691.12
R013056,U06710,L04739,2022-08-15,1,267.60
R013250,U06809,L00588,2022-08-15,6,1055.70
R017251,U08932,L03581,2022-08-15,1,181.40
R017306,U08962,L00462,2022-08-15,1,230.98
R019471,U10085,L01512,2022-08-15,1,412.34
R026489,U13655,L03133,2022-08-15,6,1788.48
R001602,U00808,L03223,2022-08-16,1,310.93
R013611,U07012,L04867,2022-08-16,1,442.95
R017193,U08897,L01888,2022-08-16,1,94.08
R017931,U09274,L05243,2022-08-16,3,824.10
R019868,U10291,L02566,2022-08-16,2,356.12
R021751,U11233,L05671,2022-08-16,1,350.21
R001628,U00816,L03249,2022-08-17,6,2010.72
R008952,U04620,L05901,2022-08-17,2,876.90
R009468,U04885,L05184,2022-08-17,1,229.05
R013812,U07123,L00619,2022-08-17,1,380.79
R017405,U09003,L02524,2022-08-17,2,640.48
R021573,U11146,L05024,2022-08-17,2,890.20
R006423,U03312,L02130,2022-08-18,2,521.34
R006618,U03409,L00840,2022-08-18,3,573.60
R007500,U03857,L02148,2022-08-18,1,77.04
R020730,U10739,L03139,2022-08-19,6,1122.48
R022137,U11424,L03687,2022-08-19,6,517.14
R001714,U00859,L02155,2022-08-20,12,2619.36
R016325,U08426,L00388,2022-08-20,1,357.59
R019269,U09972,L00898,2022-08-20,2,106.20
R021117,U10924,L04196,2022-08-20,2,786.30
R000849,U00408,L01435,2022-08-21,1,242.38
R006261,U03226,L03593,2022-08-21,6,2426.76
R008550,U04399,L03120,2022-08-21,3,632.85
R019086,U09876,L05180,2022-08-21,3,1244.28
R024416,U12611,L01974,2022-08-21,2,423.20
R010813,U05565,L05248,2022-08-22,2,741.92
R021644,U11184,L04613,2022-08-22,1,263.88
R022226,U11475,L04456,2022-08-22,3,158.55
R027174,U14002,L04613,2022-08-22,1,263.88
R002583,U01332,L03266,2022-08-23,6,1236.84
R006262,U03226,L02613,2022-08-23,2,567.06
R016481,U08521,L02721,2022-08-23,2,344.10
R019129,U09907,L05405,2022-08-23,1,380.23
R022827,U11767,L00304,2022-08-23,1,320.34
R028585,U14688,L01249,2022-08-23,3,835.41
R002356,U01215,L02829,2022-08-24,2,596.16
R010773,U05544,L02025,2022-08-24,2,245.32
R011766,U06043,L00466,2022-08-24,2,293.36
R016708,U08640,L01514,2022-08-24,1,366.62
R018058,U09346,L01621,2022-08-24,3,368.67
R020731,U10739,L05184,2022-08-24,3,687.15
R002006,U01027,L00020,2022-08-25,3,477.96
R010450,U05385,L00575,2022-08-25,3,723.33
R010593,U05454,L02700,2022-08-25,1,184.03
R013564,U06988,L03614,2022-08-25,2,375.88
R013587,U07002,L03538,2022-08-25,1,326.79
R023357,U12057,L04921,2022-08-25,1,329.25
R028621,U14704,L03812,2022-08-25,2,787.54
R003527,U01794,L04574,2022-08-26,1,242.44
R003724,U01905,L05522,2022-08-26,1,151.54
R010295,U05307,L00308,2022-08-26,2,122.58
R017788,U09196,L02697,2022-08-26,2,497.56
R018637,U09649,L05206,2022-08-26,1,226.73
R008621,U04431,L03239,2022-08-27,1,111.06
R010164,U05237,L02230,2022-08-27,2,778.94
R024868,U12834,L00826,2022-08-27,12,4562.88
R028712,U14747,L00876,2022-08-27,3,1167.30
R007957,U04077,L04687,2022-08-28,1,268.05
R015587,U08052,L01473,2022-08-28,1,446.36
R016208,U08373,L05087,2022-08-28,1,274.75
R025957,U13377,L01506,2022-08-28,2,716.32
R026050,U13427,L00570,2022-08-28,3,177.00
R001508,U00757,L05516,2022-08-29,12,3662.64
R009240,U04761,L00863,2022-08-29,1,59.80
R023469,U12119,L02242,2022-08-29,6,1954.02
R024834,U12821,L03239,2022-08-29,1,111.06
R027544,U14191,L05921,2022-08-29,12,4240.92
R027916,U14362,L02528,2022-08-29,3,868.77
R028683,U14735,L01544,2022-08-29,1,161.61
R003267,U01663,L02590,2022-08-30,1,324.71
R013195,U06784,L00166,2022-08-30,2,813.54
R014063,U07257,L00345,2022-08-30,1,217.27
R018698,U09677,L03284,2022-08-30,2,587.70
R026989,U13907,L01524,2022-08-30,1,446.42
R001237,U00610,L05301,2022-08-31,3,368.22
R003867,U01979,L05686,2022-08-31,1,431.39
R005658,U02922,L02785,2022-08-31,6,2412.18
R010594,U05455,L02697,2022-08-31,1,248.78
R011831,U06067,L01130,2022-08-31,3,1030.08
R016469,U08514,L04067,2022-08-31,12,2468.88
R017967,U09297,L05878,2022-08-31,1,431.63
R023323,U12041,L05718,2022-08-31,1,232.04
R027298,U14054,L03199,2022-08-31,2,713.06
R001355,U00678,L01127,2022-09-01,1,421.85
R006757,U03473,L04921,2022-09-01,12,3951.00
R010340,U05329,L00213,2022-09-01,6,2530.56
R012674,U06484,L05249,2022-09-01,1,64.37
R018045,U09336,L02136,2022-09-01,1,248.10
R002606,U01346,L03556,2022-09-02,2,386.68
R006625,U03412,L01030,2022-09-02,12,4404.12
R013637,U07019,L05957,2022-09-02,2,640.24
R007284,U03749,L02942,2022-09-03,2,229.80
R012509,U06407,L04155,2022-09-03,2,219.60
R017710,U09155,L02697,2022-09-03,2,497.56
R027210,U14016,L01070,2022-09-03,1,182.93
R027680,U14260,L00809,2022-09-03,1,203.70
R007959,U04077,L05004,2022-09-04,2,270.78
R010675,U05495,L01731,2022-09-04,2,130.10
R012823,U06575,L01182,2022-09-04,3,941.73
R013031,U06695,L00887,2022-09-04,12,3788.64
R016104,U08324,L05360,2022-09-04,1,150.88
R019477,U10091,L02485,2022-09-04,1,199.91
R009955,U05124,L01506,2022-09-05,6,2148.96
R013196,U06784,L02805,2022-09-05,1,342.61
R021158,U10941,L02968,2022-09-05,3,1338.48
R000863,U00415,L02729,2022-09-06,1,130.14
R003959,U02024,L04649,2022-09-06,1,330.89
R008630,U04439,L04759,2022-09-06,2,746.64
R012915,U06625,L00536,2022-09-06,12,1435.92
R021143,U10935,L00244,2022-09-06,1,230.25
R024130,U12469,L03866,2022-09-06,2,844.06
R025905,U13354,L04669,2022-09-06,2,367.06
R013228,U06801,L02226,2022-09-07,2,625.66
R016256,U08401,L01523,2022-09-07,2,590.22
R025068,U12934,L05664,2022-09-07,2,554.52
R029000,U14883,L04024,2022-09-07,12,1072.56
R009106,U04688,L03811,2022-09-08,3,452.40
R009547,U04927,L01196,2022-09-08,1,163.74
R019834,U10275,L01954,2022-09-08,1,283.93
R020801,U10771,L04666,2022-09-08,1,429.62
R021515,U11121,L05968,2022-09-08,6,2126.40
R003402,U01730,L00059,2022-09-09,6,2347.26
R007030,U03618,L04739,2022-09-09,1,267.60
R009544,U04927,L00261,2022-09-09,1,291.27
R010373,U05347,L05213,2022-09-09,2,668.46
